Dane zostały wczytane poprawnie!
R: 34903, P: 59, Q: 28609
R: 33048, P: 8, Q: 34079
R: 32879, P: 55, Q: 13254
R: 33075, P: 59, Q: 23986
R: 33174, P: 52, Q: 21420
R: 33089, P: 58, Q: 14703
R: 33246, P: 89, Q: 25465
R: 33357, P: 94, Q: 33562
R: 33326, P: 38, Q: 30887
R: 33348, P: 9, Q: 30298
R: 33289, P: 82, Q: 24064
R: 33606, P: 73, Q: 30650
R: 33671, P: 17, Q: 33164
R: 33576, P: 7, Q: 28306
R: 33339, P: 43, Q: 24044
R: 33736, P: 72, Q: 33680
R: 33781, P: 96, Q: 31072
R: 33716, P: 60, Q: 28883
R: 33930, P: 80, Q: 30854
R: 33772, P: 4, Q: 23885
R: 33512, P: 86, Q: 21539
R: 34138, P: 65, Q: 33098
R: 34178, P: 28, Q: 35200
R: 34148, P: 96, Q: 30481
R: 34203, P: 46, Q: 22000
R: 34066, P: 76, Q: 20533
R: 34410, P: 78, Q: 26575
R: 34459, P: 31, Q: 35282
R: 34515, P: 64, Q: 30915
R: 34616, P: 54, Q: 27451
R: 34082, P: 80, Q: 20532
R: 33379, P: 94, Q: 18972
R: 34840, P: 88, Q: 24046
R: 34903, P: 59, Q: 28609
R: 34815, P: 30, Q: 20647
R: 34994, P: 90, Q: 20131
R: 35058, P: 10, Q: 28551
R: 35104, P: 52, Q: 25543
R: 35057, P: 77, Q: 20224
R: 34971, P: 43, Q: 19138
R: 34684, P: 97, Q: 18541
R: 35365, P: 1, Q: 19954
R: 33836, P: 56, Q: 18302
R: 34549, P: 26, Q: 17074
R: 33632, P: 99, Q: 16554
R: 35495, P: 91, Q: 31743
R: 35635, P: 26, Q: 34147
R: 35489, P: 48, Q: 21362
R: 35696, P: 59, Q: 18931
R: 35761, P: 94, Q: 24381
R: 35853, P: 92, Q: 36646
R: 35970, P: 54, Q: 32868
R: 35993, P: 65, Q: 29621
R: 36115, P: 92, Q: 36645
R: 36098, P: 20, Q: 21145
R: 36183, P: 45, Q: 20730
R: 36200, P: 79, Q: 14656
R: 36301, P: 23, Q: 20388
R: 33258, P: 22, Q: 14612
R: 33744, P: 31, Q: 14593
R: 35447, P: 28, Q: 14199
R: 36439, P: 33, Q: 24334
R: 35085, P: 11, Q: 12905
R: 36500, P: 67, Q: 20088
R: 36532, P: 42, Q: 18438
R: 34458, P: 10, Q: 12874
R: 35586, P: 60, Q: 12787
R: 36627, P: 62, Q: 22036
R: 36706, P: 21, Q: 24904
R: 36759, P: 69, Q: 18061
R: 34928, P: 49, Q: 12765
R: 36869, P: 18, Q: 30995
R: 36857, P: 41, Q: 20857
R: 36913, P: 50, Q: 23730
R: 34259, P: 21, Q: 12313
R: 36798, P: 65, Q: 12230
R: 36228, P: 8, Q: 12174
R: 35005, P: 68, Q: 12068
R: 32981, P: 55, Q: 12058
R: 35048, P: 75, Q: 11807
R: 35461, P: 53, Q: 11765
R: 36212, P: 60, Q: 11670
R: 36813, P: 21, Q: 10809
R: 26209, P: 90, Q: 10217
R: 23084, P: 62, Q: 10063
R: 12759, P: 8, Q: 10062
R: 14476, P: 20, Q: 10044
R: 26161, P: 21, Q: 10016
R: 33727, P: 3, Q: 10003
R: 20065, P: 6, Q: 9985
R: 3894, P: 80, Q: 9978
R: 30303, P: 97, Q: 9972
R: 36810, P: 61, Q: 9971
R: 21387, P: 58, Q: 9742
R: 32113, P: 26, Q: 9741
R: 18275, P: 25, Q: 9685
R: 17070, P: 9, Q: 9664
R: 32532, P: 75, Q: 9646
R: 34216, P: 27, Q: 9633
R: 4959, P: 38, Q: 9616
R: 943, P: 93, Q: 9579
R: 27297, P: 72, Q: 9557
R: 13569, P: 65, Q: 9524
R: 32330, P: 53, Q: 9434
R: 16100, P: 41, Q: 9419
R: 2028, P: 26, Q: 9406
R: 11663, P: 75, Q: 9392
R: 28062, P: 40, Q: 9322
R: 21052, P: 87, Q: 9270
R: 26722, P: 68, Q: 9236
R: 35143, P: 9, Q: 9225
R: 24871, P: 70, Q: 9127
R: 24028, P: 74, Q: 9085
R: 14950, P: 41, Q: 8975
R: 19904, P: 48, Q: 8924
R: 21963, P: 27, Q: 8887
R: 11616, P: 22, Q: 8838
R: 3981, P: 87, Q: 8827
R: 5926, P: 15, Q: 8800
R: 14428, P: 92, Q: 8785
R: 31277, P: 6, Q: 8775
R: 18620, P: 9, Q: 8733
R: 11391, P: 40, Q: 8673
R: 6150, P: 44, Q: 8657
R: 14405, P: 35, Q: 8590
R: 30288, P: 90, Q: 8533
R: 26599, P: 47, Q: 8472
R: 15684, P: 95, Q: 8469
R: 26198, P: 84, Q: 8463
R: 32620, P: 88, Q: 8396
R: 7070, P: 87, Q: 8373
R: 36345, P: 88, Q: 8288
R: 19284, P: 25, Q: 8229
R: 8917, P: 34, Q: 8195
R: 15187, P: 54, Q: 8182
R: 15648, P: 82, Q: 8177
R: 451, P: 88, Q: 8073
R: 31324, P: 71, Q: 7917
R: 4025, P: 73, Q: 7822
R: 14809, P: 25, Q: 7820
R: 16222, P: 27, Q: 7809
R: 4767, P: 31, Q: 7805
R: 17750, P: 33, Q: 7723
R: 18574, P: 88, Q: 7705
R: 514, P: 96, Q: 7679
R: 9081, P: 39, Q: 7653
R: 9536, P: 72, Q: 7601
R: 6420, P: 39, Q: 7575
R: 18240, P: 23, Q: 7519
R: 29657, P: 21, Q: 7510
R: 24505, P: 31, Q: 7501
R: 12954, P: 40, Q: 7494
R: 31288, P: 76, Q: 7493
R: 22505, P: 100, Q: 7473
R: 26154, P: 2, Q: 7449
R: 33317, P: 14, Q: 7443
R: 21126, P: 23, Q: 7419
R: 23843, P: 51, Q: 7408
R: 26696, P: 63, Q: 7295
R: 526, P: 43, Q: 7253
R: 15336, P: 54, Q: 7244
R: 19116, P: 14, Q: 7243
R: 15860, P: 58, Q: 7240
R: 7970, P: 17, Q: 7157
R: 18935, P: 33, Q: 7145
R: 7181, P: 81, Q: 7124
R: 20662, P: 43, Q: 7122
R: 20178, P: 60, Q: 7109
R: 34204, P: 16, Q: 7025
R: 12143, P: 97, Q: 7024
R: 21181, P: 92, Q: 7019
R: 715, P: 23, Q: 7015
R: 34693, P: 26, Q: 7006
R: 8074, P: 32, Q: 6995
R: 19083, P: 100, Q: 6929
R: 11606, P: 76, Q: 6916
R: 24548, P: 80, Q: 6913
R: 31805, P: 41, Q: 6888
R: 19451, P: 56, Q: 6844
R: 24541, P: 83, Q: 6743
R: 35999, P: 31, Q: 6740
R: 20103, P: 50, Q: 6687
R: 25159, P: 65, Q: 6539
R: 3899, P: 2, Q: 6519
R: 21206, P: 85, Q: 6516
R: 25568, P: 37, Q: 6502
R: 19067, P: 5, Q: 6496
R: 24887, P: 35, Q: 6411
R: 11369, P: 41, Q: 6394
R: 19608, P: 89, Q: 6357
R: 6193, P: 92, Q: 6297
R: 21202, P: 50, Q: 6206
R: 36534, P: 23, Q: 6203
R: 1877, P: 42, Q: 6201
R: 20628, P: 54, Q: 6169
R: 27356, P: 79, Q: 6146
R: 15521, P: 30, Q: 6096
R: 32764, P: 70, Q: 6031
R: 13751, P: 97, Q: 5995
R: 6232, P: 3, Q: 5985
R: 3658, P: 41, Q: 5940
R: 31334, P: 30, Q: 5865
R: 6161, P: 34, Q: 5863
R: 22532, P: 39, Q: 5856
R: 4628, P: 48, Q: 5826
R: 6422, P: 15, Q: 5673
R: 14276, P: 81, Q: 5575
R: 28740, P: 67, Q: 5566
R: 21256, P: 92, Q: 5559
R: 15207, P: 73, Q: 5520
R: 32055, P: 80, Q: 5508
R: 14980, P: 46, Q: 5406
R: 19754, P: 7, Q: 5360
R: 678, P: 25, Q: 5350
R: 25375, P: 77, Q: 5343
R: 11382, P: 98, Q: 5327
R: 31207, P: 46, Q: 5311
R: 3462, P: 21, Q: 5301
R: 6717, P: 66, Q: 5252
R: 6617, P: 22, Q: 5137
R: 6777, P: 7, Q: 5113
R: 12826, P: 48, Q: 5091
R: 18895, P: 79, Q: 5077
R: 10989, P: 75, Q: 5039
R: 22224, P: 85, Q: 5034
R: 35205, P: 69, Q: 5011
R: 35198, P: 63, Q: 4974
R: 36764, P: 11, Q: 4900
R: 26831, P: 8, Q: 4895
R: 13512, P: 69, Q: 4751
R: 2329, P: 52, Q: 4737
R: 10307, P: 26, Q: 4727
R: 23930, P: 15, Q: 4720
R: 23775, P: 46, Q: 4717
R: 3075, P: 58, Q: 4711
R: 19876, P: 75, Q: 4693
R: 13526, P: 32, Q: 4484
R: 18508, P: 29, Q: 4337
R: 2066, P: 81, Q: 4273
R: 15638, P: 33, Q: 4260
R: 8319, P: 59, Q: 4249
R: 19382, P: 97, Q: 4231
R: 27718, P: 9, Q: 4190
R: 13312, P: 92, Q: 4169
R: 11642, P: 53, Q: 4144
R: 29520, P: 28, Q: 4134
R: 33394, P: 54, Q: 4127
R: 12208, P: 40, Q: 4120
R: 34401, P: 17, Q: 4071
R: 9827, P: 74, Q: 4057
R: 28329, P: 92, Q: 4048
R: 5207, P: 20, Q: 4028
R: 31701, P: 66, Q: 3970
R: 34093, P: 19, Q: 3893
R: 7554, P: 22, Q: 3892
R: 4748, P: 60, Q: 3874
R: 8681, P: 65, Q: 3862
R: 25718, P: 82, Q: 3677
R: 33576, P: 79, Q: 3652
R: 15868, P: 47, Q: 3627
R: 1111, P: 93, Q: 3549
R: 5523, P: 93, Q: 3534
R: 15775, P: 39, Q: 3522
R: 25401, P: 50, Q: 3517
R: 7704, P: 26, Q: 3499
R: 7774, P: 4, Q: 3481
R: 18031, P: 98, Q: 3419
R: 35497, P: 44, Q: 3378
R: 34537, P: 75, Q: 3375
R: 10363, P: 10, Q: 3371
R: 22813, P: 79, Q: 3360
R: 20890, P: 15, Q: 3354
R: 10051, P: 8, Q: 3339
R: 27845, P: 60, Q: 3321
R: 3924, P: 4, Q: 3252
R: 22012, P: 48, Q: 3165
R: 18458, P: 67, Q: 3072
R: 18335, P: 23, Q: 3023
R: 34316, P: 89, Q: 2923
R: 36217, P: 87, Q: 2920
R: 22833, P: 35, Q: 2894
R: 22917, P: 37, Q: 2866
R: 36975, P: 10, Q: 2852
R: 16167, P: 57, Q: 2848
R: 3311, P: 33, Q: 2834
R: 18106, P: 27, Q: 2809
R: 26407, P: 11, Q: 2792
R: 28838, P: 15, Q: 2766
R: 20688, P: 16, Q: 2752
R: 26329, P: 34, Q: 2742
R: 6076, P: 57, Q: 2683
R: 28960, P: 96, Q: 2679
R: 9337, P: 45, Q: 2632
R: 22178, P: 89, Q: 2605
R: 23866, P: 53, Q: 2600
R: 13109, P: 25, Q: 2568
R: 24804, P: 8, Q: 2553
R: 11566, P: 31, Q: 2535
R: 20330, P: 74, Q: 2534
R: 10189, P: 51, Q: 2475
R: 2531, P: 48, Q: 2376
R: 31785, P: 88, Q: 2351
R: 21259, P: 64, Q: 2268
R: 23794, P: 77, Q: 2263
R: 26555, P: 10, Q: 2152
R: 13474, P: 33, Q: 2151
R: 31747, P: 18, Q: 2055
R: 16850, P: 67, Q: 2035
R: 5862, P: 99, Q: 2033
R: 34852, P: 29, Q: 2002
R: 6123, P: 91, Q: 1933
R: 11916, P: 24, Q: 1882
R: 29263, P: 34, Q: 1873
R: 1098, P: 81, Q: 1866
R: 30918, P: 73, Q: 1791
R: 4073, P: 57, Q: 1699
R: 31906, P: 8, Q: 1681
R: 11893, P: 69, Q: 1649
R: 34371, P: 98, Q: 1646
R: 27797, P: 58, Q: 1556
R: 6271, P: 95, Q: 1514
R: 16845, P: 60, Q: 1498
R: 22003, P: 88, Q: 1446
R: 16828, P: 97, Q: 1424
R: 34401, P: 69, Q: 1420
R: 8961, P: 11, Q: 1358
R: 11857, P: 99, Q: 1207
R: 8029, P: 78, Q: 1011
R: 1484, P: 67, Q: 978
R: 34425, P: 15, Q: 876
R: 26305, P: 38, Q: 760
R: 7467, P: 36, Q: 697
R: 23226, P: 19, Q: 685
R: 4916, P: 37, Q: 656
R: 23038, P: 86, Q: 639
R: 1880, P: 55, Q: 561
R: 14245, P: 92, Q: 500
R: 34598, P: 57, Q: 481
R: 11804, P: 25, Q: 402
R: 34105, P: 76, Q: 354
R: 20379, P: 42, Q: 323
R: 14742, P: 28, Q: 276
R: 31956, P: 24, Q: 267
R: 23782, P: 76, Q: 265
R: 23019, P: 69, Q: 252
R: 3691, P: 97, Q: 80
R: 29197, P: 30, Q: 59
R: 19225, P: 32, Q: 33
R: 10993, P: 18, Q: 5
R: 16953, P: 20, Q: 4

Czas po sortowaniu za pomoca Shrage: 72853

Czas liczenia: 20.3065[ms]
